packet_number,timestamp,elapsed_seconds,interval_ms,Xg,Yg,Zg,Xdeg,Ydeg,Zdeg,acceleration_magnitude_g,gyroscope_magnitude_dps,raw_payload
90,2026-07-27T13:57:32.008,4.230994,0.221800,0.2500,1.1200,-0.0200,-30.7600,-12.7600,-102.2300,1.147737,107.517292,"0.25,1.12,-0.02,-30.76,-12.76,-102.23"
91,2026-07-27T13:57:32.008,4.231093,0.099500,0.3200,1.0100,0.0200,-40.2200,-27.2200,-109.7400,1.059670,120.006018,"0.32,1.01,0.02,-40.22,-27.22,-109.74"
92,2026-07-27T13:57:32.008,4.231243,0.150200,0.3400,0.9600,0.0600,-15.9900,-0.8500,-108.4000,1.020196,109.576287,"0.34,0.96,0.06,-15.99,-0.85,-108.40"
93,2026-07-27T13:57:32.009,4.231418,0.174300,0.3600,0.9100,0.0800,38.7600,50.9000,-95.7600,0.981886,115.165642,"0.36,0.91,0.08,38.76,50.90,-95.76"
94,2026-07-27T13:57:32.009,4.231589,0.171500,0.4400,0.7900,0.0600,98.0800,87.1000,-69.3400,0.906256,148.371601,"0.44,0.79,0.06,98.08,87.10,-69.34"
95,2026-07-27T13:57:32.009,4.231715,0.125900,0.5200,0.6600,0.0400,105.4700,68.5400,-44.6800,0.841190,133.483913,"0.52,0.66,0.04,105.47,68.54,-44.68"
96,2026-07-27T13:57:32.010,4.232778,1.063200,0.5600,0.5800,0.0500,64.1500,24.1700,-22.5200,0.807775,72.156509,"0.56,0.58,0.05,64.15,24.17,-22.52"
97,2026-07-27T13:57:32.010,4.233204,0.425300,0.5800,0.5500,0.1100,14.4700,-9.1600,5.4300,0.806846,17.965840,"0.58,0.55,0.11,14.47,-9.16,5.43"
98,2026-07-27T13:57:32.013,4.235876,2.672400,0.5900,0.5900,0.1800,-31.1300,-30.3300,37.3500,0.853581,57.306268,"0.59,0.59,0.18,-31.13,-30.33,37.35"
99,2026-07-27T13:57:32.069,4.292190,56.314100,0.6200,0.7100,0.1900,-64.1500,-45.4700,71.6600,0.961561,106.385615,"0.62,0.71,0.19,-64.15,-45.47,71.66"
100,2026-07-27T13:57:32.246,4.469155,176.964900,0.6600,0.8900,0.1400,-74.2800,-54.1400,106.6900,1.116826,140.824054,"0.66,0.89,0.14,-74.28,-54.14,106.69"
101,2026-07-27T13:57:32.247,4.469400,0.244900,0.6700,1.0900,0.0600,-63.4800,-50.4800,137.4500,1.280859,159.594622,"0.67,1.09,0.06,-63.48,-50.48,137.45"
102,2026-07-27T13:57:32.247,4.469458,0.057600,0.6400,1.3100,-0.0800,-11.9600,-8.3000,172.7900,1.460171,173.402179,"0.64,1.31,-0.08,-11.96,-8.30,172.79"
103,2026-07-27T13:57:32.487,4.709897,240.439900,0.5500,1.3100,-0.0800,1.8900,4.7600,167.0500,1.423025,167.128490,"0.55,1.31,-0.08,1.89,4.76,167.05"
104,2026-07-27T13:57:32.487,4.710087,0.189500,0.5500,1.3100,-0.0800,3.3000,6.4700,142.2700,1.423025,142.455269,"0.55,1.31,-0.08,3.30,6.47,142.27"
105,2026-07-27T13:57:32.488,4.710414,0.326900,0.4100,1.2500,-0.0300,3.9100,2.1400,102.9700,1.315865,103.066428,"0.41,1.25,-0.03,3.91,2.14,102.97"
106,2026-07-27T13:57:32.488,4.710577,0.162700,0.2800,1.1500,0.0400,20.8100,-2.0100,59.5700,1.184272,63.132251,"0.28,1.15,0.04,20.81,-2.01,59.57"
107,2026-07-27T13:57:32.488,4.710753,0.176700,0.2100,1.0300,0.1000,90.6400,12.2700,10.1300,1.055936,92.025971,"0.21,1.03,0.10,90.64,12.27,10.13"
108,2026-07-27T13:57:32.488,4.710977,0.223500,0.1200,1.0000,0.0500,265.8100,64.8800,-59.4500,1.008415,279.997630,"0.12,1.00,0.05,265.81,64.88,-59.45"
109,2026-07-27T13:57:32.798,5.020881,309.904400,-0.3300,1.1400,-0.9700,513.1200,48.6500,-229.9200,1.532775,564.377678,"-0.33,1.14,-0.97,513.12,48.65,-229.92"
110,2026-07-27T13:57:32.798,5.021037,0.155900,-0.2900,1.0200,-1.6800,461.0600,-122.6800,-213.9300,1.986681,522.869727,"-0.29,1.02,-1.68,461.06,-122.68,-213.93"
111,2026-07-27T13:57:32.798,5.021124,0.087200,-0.0100,0.7500,-2.1900,461.0600,-122.6800,-213.9300,2.314887,522.869727,"-0.01,0.75,-2.19,461.06,-122.68,-213.93"
112,2026-07-27T13:57:32.798,5.021208,0.083900,0.3700,0.4400,-2.2900,397.8900,-267.5200,-127.7500,2.361059,496.188941,"0.37,0.44,-2.29,397.89,-267.52,-127.75"
113,2026-07-27T13:57:32.798,5.021289,0.081000,0.6800,0.1700,-2.0500,331.1800,-329.0400,-16.2400,2.166518,467.130872,"0.68,0.17,-2.05,331.18,-329.04,-16.24"
114,2026-07-27T13:57:32.799,5.021405,0.115400,0.8800,0.0500,-1.6100,244.5700,-330.8100,102.7800,1.835484,424.044183,"0.88,0.05,-1.61,244.57,-330.81,102.78"
115,2026-07-27T13:57:32.799,5.021559,0.154000,0.9500,0.0700,-1.1100,148.4400,-285.6400,190.7300,1.462703,374.169181,"0.95,0.07,-1.11,148.44,-285.64,190.73"
116,2026-07-27T13:57:32.969,5.191641,170.082300,0.9000,0.1000,-0.6800,56.7000,-206.7300,203.4300,1.132431,295.526560,"0.90,0.10,-0.68,56.70,-206.73,203.43"
